term	valence
communicativeness	0.875
preserver	0.875
fineness	0.875
courteous	0.874
valiant	0.873
refreshing	0.872
breathtaking	0.872
romantic	0.872
high performance	0.870
great job	0.870
great idea	0.870
health	0.870
true love	0.870
smarter	0.870
prosper	0.870
love ya	0.870
xmas	0.868
calmness	0.868
bestfriends	0.868
devotionally	0.867
unconfused	0.867
vitalization	0.867
tirelessness	0.867
multibillion	0.867
vividity	0.867
campout	0.867
reputability	0.867
honeysweet	0.867
surpass	0.867
concordant	0.867
sacrosanct	0.867
best	0.866
good work	0.866
totally awesome	0.866
good mood	0.866
new born	0.866
good money	0.866
luxury	0.864
melodious	0.864
good friend	0.862
happy birthday	0.862
travel	0.862
mother	0.862
befriend	0.860
nice	0.860
enjoyment	0.860
wisdom	0.860
candy	0.860
profit	0.860
congrats	0.860
comfy	0.860
healthful	0.860
love interest	0.860
happyvalentinesday	0.858
amusement	0.858
accomplish	0.858
improves	0.858
admirable	0.858
blessing	0.858
blessings	0.858
wonderment	0.858
happyday	0.858
friends	0.858
bless	0.858
virtuoso	0.858
gentlemen	0.858
advancing	0.858
temperateness	0.857
uncapsizable	0.857
reapprove	0.857
juicily	0.857
congenially	0.857
scoutmaster	0.857
evangelistically	0.857
cheerer	0.857
swifter	0.857
creditably	0.857
embraced	0.857
courteously	0.857
gorgeously	0.857
chuckler	0.857
topflight	0.857
proliferative	0.857
correctly	0.857
sexiest	0.857
perseverant	0.857
reunify	0.857
inviolate	0.857
gratifier	0.857
decipherability	0.857
spiritualist	0.857
artfulness	0.857
innovational	0.857
lawfulness	0.857
indubitable	0.857
exuberantly	0.857
mercifully	0.857
generatively	0.857
danke	0.857
evenhandedness	0.857
bestowal	0.857
extricated	0.857
unhide	0.857
handsomely	0.857
virtuosity	0.857
meditator	0.857
vibrantly	0.857
rightfulness	0.857
chirpiness	0.857
carnival	0.854
relax	0.854
honest	0.854
inspirational	0.854
congratulate	0.854
fortunate	0.854
comfortable	0.854
celebrating	0.854
credibility	0.854
mom	0.854
delicious	0.854
motherly	0.854
wealthy	0.854
thanksgiving	0.854
diamonds	0.854
welcomed	0.854
gentleness	0.854
huge success	0.854
heartily	0.854
interesting	0.854
wondrous	0.854
happyholidays	0.854
win	0.854
courtesy	0.854
hope	0.854
treasure	0.854
polite	0.854
loved	0.854
loveee	0.854
splendor	0.854
creation	0.854
astrophysicist	0.852
christianity	0.852
giftcard	0.852
gold medalist	0.852
imperturbability	0.852
edify	0.852
tastefulness	0.852
good fun	0.852
good egg	0.852
benedictional	0.852
masterpiece	0.852
fortune	0.852
etherealness	0.852
succeed	0.852
profoundness	0.852
tearsofjoy	0.852
vitalize	0.852
glam	0.852
germfree	0.852
photosynthesize	0.852
marketability	0.852
superbike	0.852
ingenuousness	0.852
unalienable	0.852
excellency	0.852
kudos	0.850
physical fitness	0.846
greatful	0.846
vitality	0.846
cheerleader	0.846
miracles	0.844
goodmorning	0.844
engagement ring	0.844
life saver	0.844
favourite	0.844
charity	0.840
gorgeous	0.840
truthfulness	0.840
somewhat positive	0.840
honey	0.840
equality	0.838
healthier	0.838
pretty good	0.838
improved	0.838
first class	0.838
feeling good	0.838
highly recommend	0.838
good deal	0.838
life	0.836
greatnight	0.836
glamorous	0.836
inspire	0.836
teamwork	0.836
delightful	0.836
newborn	0.836
sincere	0.836
thanks	0.836
glow	0.836
comedy	0.836
fun	0.836
amazingly	0.836
brighter	0.836
luminous	0.836
courageous	0.836
gracious	0.836
elegance	0.836
recover	0.836
entertain	0.836
kind	0.836
adornment	0.836
divine	0.836
tasteful	0.836
funny	0.836
gentlemanly	0.836
advantage	0.834
gain	0.834
thanking	0.834
zest	0.834
new	0.834
intelligent	0.834
growth	0.834
friendly	0.834
hopes	0.834
creative	0.834
pleasing	0.834
miracle	0.834
admired	0.834
luckiest	0.834
classy	0.834
exhilarating	0.834
comic	0.834
sporting	0.834
reliability	0.834
surprise party	0.834
good thing	0.834
genteel	0.834
adventure	0.834
great guy	0.834
brethren	0.834
enchanted	0.834
lovely	0.834
freshness	0.834
allegiance	0.834
precious	0.834
gem	0.834
appreciation	0.834
good people	0.834
accomplishment	0.834
awesomeness	0.834
enchanting	0.834
emotive	0.834
celebrate	0.834
prosperity	0.834
goodlife	0.834
millionaire	0.834
credible	0.834
gently	0.834
cuddling	0.834
frictionless	0.833
chowtime	0.833
uniqueness	0.833
unthreatened	0.833
revelatory	0.833
beachside	0.833
antipollution	0.833
contently	0.833
worshipped	0.833
charitably	0.833
honorably	0.833
undisputedly	0.833
democratically	0.833
blamelessness	0.833
beatles	0.833
unlimitedly	0.833
cleverly	0.833
perfectibility	0.833
dapperness	0.833
charm	0.833
fatherliness	0.833
phenom	0.833
breastfeed	0.833
genially	0.833
impressively	0.833
amenability	0.833
confidently	0.833
aeronaut	0.833
sprightliness	0.833
virile	0.833
families	0.833
comfortably	0.833
adaptability	0.833
unalarmed	0.833
creditworthy	0.833
crimelessness	0.833
celebrator	0.833
restoratively	0.833
tastemaker	0.833
heartstring	0.833
coolheaded	0.833
unmistakably	0.833
hubble	0.833
sanguinely	0.833
supremely	0.833
grandmotherly	0.833
pleasurably	0.833
interfaith	0.833
enthrall	0.833
survivable	0.833
therapeutically	0.833
unashamed	0.833
gainer	0.833
transformative	0.833
multilingual	0.833
indispensability	0.833
fullest	0.833
emancipator	0.833
reawaken	0.833
benefactor	0.833
efficiently	0.833
bullishly	0.833
superabundance	0.833
expressiveness	0.833
inventively	0.833
rentability	0.833
constructiveness	0.833
juiciness	0.833
expeditiousness	0.833
jubilee	0.832
sister	0.832
famous	0.832
shopping	0.830
liberating	0.830
phenomenal	0.830
positive feedback	0.830
love story	0.828
very good	0.828
grow	0.828
thank god	0.828
best friend	0.828
family fun	0.828
felicity	0.826
strengthening	0.826
reliable	0.824
recommendation	0.824
strong	0.824
child	0.824
well connected	0.822
improving	0.822
chum	0.822
gourmet	0.822
good life	0.822
user friendly	0.822
commendation	0.822
refreshed	0.820
cozy	0.820
journey	0.820
superhero	0.820
appreciated	0.820
diamond	0.820
goodtimes	0.820
adorn	0.820
good timing	0.820
assure	0.820
blessed	0.820
sweets	0.820
womanly	0.818
autobiographical	0.818
starlight	0.816
musical	0.816
oxygen	0.816
sincerity	0.816
fresh	0.816
enjoying	0.816
decorative	0.816
produce	0.816
daughter	0.816
thanksalot	0.816
lifesaver	0.816
overjoyed	0.816
give birth	0.816
gallant	0.816
hug	0.816
greatfriends	0.816
comprehension	0.816
pajama	0.816
excited	0.816
affirmatively	0.816
sweeten	0.816
worthwhile	0.816
respected	0.816
circumnavigator	0.815
superfluid	0.815
palmtree	0.815
rosily	0.815
aureole	0.815
civilize	0.815
vanquisher	0.815
flourisher	0.815
captivation	0.815
jauntiness	0.815
amazedly	0.815
ravish	0.815
everlastingness	0.815
inclusiveness	0.815
multiculturalism	0.815
sunward	0.815
daisies	0.815
unconquerably	0.815
patiently	0.815
undiscouraged	0.815
comfort zone	0.814
socialize	0.814
rest	0.814
comforting	0.812
noble	0.812
agreeable	0.812
intellectual	0.812
agree	0.812
prized	0.812
friend	0.812
promotion	0.812
smart	0.812
amazing	0.812
benefit	0.812
sweetness	0.812
praising	0.812
company	0.812
versatile	0.812
graceful	0.812
gleeful	0.812
resourceful	0.812
familiar	0.812
attraction	0.812
laughing	0.812
excitability	0.812
smile	0.812
proud	0.812
motivational	0.812
perfect game	0.812
caviar	0.812
cuddled	0.812
gallantry	0.812
togetherness	0.812
acquainted	0.812
engagement	0.812
humorous	0.812
angel	0.812
feel good	0.812
sunlight	0.812
golden ticket	0.812
attractive	0.812
flowering	0.812
desegregation	0.810
tigger	0.810
welcoming	0.810
gentlemanliness	0.810
illuminate	0.810
pearl	0.810
remediable	0.810
worshipper	0.810
humanization	0.810
revelry	0.810
acclaimer	0.810
litheness	0.810
superabundantly	0.810
desegregate	0.810
hottie	0.810
idealization	0.810
antidrug	0.810
funfair	0.810
incandescence	0.810
godparent	0.810
jokester	0.810
curability	0.810
prodigiously	0.810
painlessness	0.810
captainship	0.810
nicely	0.810
tuneful	0.810
babies	0.810
guiltless	0.810
faultlessness	0.810
sexiness	0.810
beneficently	0.810
consoler	0.810
harmonize	0.809
heartfelt	0.808
sweet dreams	0.808
wedding ring	0.806
holiday season	0.806
generation	0.806
life partner	0.806
make friends	0.806
happy hour	0.806
reminisce	0.806
success story	0.806
parentage	0.806
perk	0.806
entertained	0.804
great surprise	0.804
gifted	0.804
dearest	0.804
caramel	0.802
peacefully	0.802
greenery	0.800
worshipfully	0.800
serenity	0.800
thankyougod	0.800
strawberries	0.800
best chance	0.800
good news	0.800
silkiness	0.800
national holiday	0.800
grandiose	0.800
intellectuality	0.800
happy with	0.800
traveling	0.800
professionalization	0.800
inheritance	0.800
solemnize	0.800
godhead	0.800
fellowship	0.800
good going	0.800
thankful for	0.800
long live	0.800
unhurt	0.800
good weather	0.800
strong support	0.800
seamlessness	0.800
human being	0.800
valuable	0.798
influential	0.798
innovate	0.796
grand	0.796
safe	0.796
accord	0.796
bravery	0.796
affection	0.796
originality	0.796
newlife	0.796
welcome	0.796
cooperate	0.796
thrilled	0.796
fantasia	0.796
betterment	0.796
graduate	0.796
beautify	0.796
outstanding	0.796
self respecting	0.794
magic wand	0.794
prize money	0.794
honor	0.792
relieved	0.792
granter	0.792
belief	0.792
nutrition	0.792
pleasures	0.792
ecology	0.792
showplace	0.792
enrich	0.792
openhandedness	0.792
tenaciously	0.792
virtue	0.792
exhilarant	0.792
gaming	0.792
competently	0.792
unclog	0.792
insuppressible	0.792
fulfilled	0.792
moderate positive	0.792
excitement	0.792
uncontroverted	0.792
understandability	0.792
magisterially	0.792
regenerative	0.792
initiatively	0.792
popularity	0.792
clever	0.792
shatterproof	0.792
cherish	0.792
elegancy	0.792
richness	0.792
wheelhouse	0.792
antioxidant	0.792
measurelessly	0.792
exhilaration	0.792
picasso	0.792
national park	0.792
sugar	0.792
classicist	0.792
lunchtime	0.792
loyal	0.792
birth	0.792
consecrator	0.792
efficiency	0.792
reverently	0.792
fruit	0.792
pearlescent	0.792
desire	0.792
free	0.792
moneymaking	0.792
paycheck	0.792
education	0.792
reconciliation	0.792
victoria	0.792
unproblematic	0.792
amaze	0.792
aptly	0.792
fame	0.792
heaven	0.792
emancipative	0.792
encourage	0.792
great aunt	0.792
marry	0.792
equalitarian	0.792
appropriately	0.792
springs	0.792
globetrotter	0.792
divinity	0.792
premiership	0.792
sportive	0.792
whiz	0.792
decorated	0.792
artwork	0.792
view	0.792
achievement	0.792
gladness	0.792
rhapsodize	0.792
restfully	0.792
adaptive	0.792
independence	0.792
achieved	0.792
perky	0.792
lovemylife	0.792
splendid	0.792
counterterrorist	0.792
agelessness	0.792
equity	0.792
autodidactic	0.792
personality	0.792
burgeon	0.792
true	0.792
recreational	0.792
captivating	0.790
makesmehappy	0.788
dance	0.788
nursery	0.788
planning	0.788
good part	0.786
good graces	0.786
venture	0.786
grand prize	0.786
compatible	0.784
exquisite	0.784
restored	0.784
butterfly	0.784
smiles	0.784
morning star	0.784
playful	0.784
optimum	0.784
fraternity	0.784
beaming	0.784
coconut milk	0.780
satisfying	0.780
champion	0.780
noticeable	0.780
virtuous	0.780
humor	0.780
magnification	0.780
sportsmanship	0.780
bright	0.780
exhilarated	0.780
handsome	0.780
soulmate	0.780
heroic	0.780
bloom	0.779
supremeness	0.778
mindblower	0.778
vigorously	0.778
curably	0.778
sweetie pie	0.778
forgivable	0.778
canonic	0.778
equability	0.778
hardiness	0.778
sprinter	0.778
sweetshop	0.778
suitableness	0.778
astronautics	0.778
unchallengeable	0.778
plenitude	0.778
prayerfully	0.778
purposeful	0.778
acuteness	0.778
have confidence	0.778
rightfully	0.778
dreamworld	0.778
zoologist	0.778
detoxify	0.778
dovelike	0.778
trendsetter	0.778
vividly	0.778
potentiality	0.778
ascendance	0.778
flavorful	0.778
decentness	0.778
chirpy	0.778
disenthrall	0.778
copiously	0.778
equitably	0.778
lavishly	0.778
cozier	0.778
abolitionism	0.778
lightsaber	0.778
showpiece	0.778
unpresumptuous	0.778
unrigged	0.778
scalable	0.778
chocolate chip	0.778
better	0.778
unembarrassed	0.778
actualize	0.778
illuminative	0.778
humanist	0.778
intrepidness	0.778
redeemable	0.778
suffrage	0.778
evenhandedly	0.778
teammates	0.778
fairies	0.778
lollapalooza	0.778
mommy	0.777
doting	0.776
food	0.776
mirth	0.776
entertainer	0.776
merrychristmas	0.776
proposal	0.776
faithful	0.776
perseverance	0.776
volunteer	0.776
thrill	0.776
valentine	0.776
stunning	0.776
wholesome	0.776
fertile	0.776
future	0.776
prince	0.776
trust	0.776
surprising	0.776
biscuit	0.776
animation	0.776
goods	0.776
fine example	0.774
seaside	0.774
aid	0.774
good faith	0.774
true statement	0.774
independent	0.774
good manners	0.774
giggling	0.772
wife	0.772
going strong	0.772
skilled	0.772
cruising	0.772
breakfast	0.770
flavor	0.770
sparkly	0.770
grin	0.770
forgiving	0.770
distinctive	0.770
luscious	0.770
dancing	0.770
stylish	0.770
darling	0.770
greet	0.770
singing	0.770
favorite	0.770
salutary	0.770
adoring	0.770
adoration	0.770
beach	0.770
collaboration	0.770
sunshine	0.770
beautification	0.770
cool	0.770
cuddle	0.770
honorary	0.770
enthusiastic	0.770
gratitude	0.770
princess	0.770
authentic	0.770
fond	0.770
raise	0.770
fatherhood	0.770
good day	0.770
wishful	0.770
chocolate	0.770
easily	0.770
superstar	0.770
ilovechristmas	0.770
expedient	0.770
grandeur	0.770
shiny	0.770
prize	0.770
humankind	0.770
fertility	0.770
fondness	0.770
appreciate	0.770
blissful	0.770
loyalty	0.770
ecological	0.770
fascination	0.770
shining	0.770
entrepreneur	0.770
calming	0.770
buddy	0.768
victorious	0.768
great minds	0.766
all-star game	0.766
thank you	0.766
highly recommended	0.766
well done	0.766
easy going	0.766
mother's day	0.766
charmer	0.764
granted	0.764
rich	0.764
well meaning	0.764
likes	0.762
salvable	0.762
solvability	0.762
meritocracy	0.762
wholesomely	0.762
greedless	0.762
waterskiing	0.762
unflawed	0.762
mensa	0.762
bioluminescence	0.762
paragliding	0.762
galvanized	0.762
acceptability	0.762
wahoo	0.762
untainted	0.762
untangle	0.762
truehearted	0.762
youthfulness	0.762
rededication	0.762
trustful	0.762
moneymaker	0.762
fostering	0.762
dignitary	0.762
amusedly	0.762
collectible	0.762
perfection	0.762
sharable	0.762
undamaged	0.762
nonjudgmental	0.762
synergic	0.762
inoculate	0.762
antitoxin	0.762
embolden	0.762
promptness	0.762
approachableness	0.762
sweetwater	0.762
bespoke	0.762
reproducibility	0.762
sacramental	0.762
recreation	0.761
pie	0.760
remarkable	0.760
anniversary	0.760
popular	0.760
lunch	0.760
graduation	0.760
gift	0.760
supermodel	0.760
piety	0.760
fantasy	0.760
dear	0.760
live	0.760
approvement	0.760
consolidate	0.760
dependable	0.760
innovative	0.760
impressed with	0.758
revelation	0.758
fairy godmother	0.758
fine job	0.758
brighten up	0.758
nice guy	0.758
interested in	0.758
gift certificate	0.758
best thing	0.758
well educated	0.758
good reason	0.758
nice things	0.758
energy level	0.758
thankyoujesus	0.756
warmth	0.756
protecting	0.756
salutation	0.756
assured	0.756
sunflower	0.756
relaxant	0.756
decoration	0.756
praises	0.756
palace	0.756
rollicking	0.756
cruise ship	0.756
upbeat	0.756
toy	0.756
rainbow	0.756
renovate	0.756
neat	0.756
nourish	0.756
playmate	0.756
yummy	0.756
boon	0.756
priority	0.756
cleverness	0.756
famed	0.756
wise	0.756
marvellous	0.756
versatility	0.756
genius	0.756
flying	0.754
enhancement	0.754
sun	0.754
beautiful	0.750
first love	0.750
popcorn	0.750
politeness	0.750
you're welcome	0.750
supportive	0.750
flowers	0.750
respectability	0.750
collectedness	0.750
pet	0.750
recognized	0.750
evenhanded	0.750
untangled	0.750
indisputability	0.750
reinvent	0.750
lakefront	0.750
photojournalist	0.750
amicable	0.750
enshrinement	0.750
bestowment	0.750
reassurance	0.750
youthfully	0.750
council	0.750
concertgoer	0.750
liberality	0.750
holidayseason	0.750
behappy	0.750
accredit	0.750
schooldays	0.750
epically	0.750
advocator	0.750
rainbows	0.750
genuine	0.750
softness	0.750
cognizant	0.750
statehood	0.750
drivable	0.750
ice cream	0.750
tallyho	0.750
optimist	0.750
prodigious	0.750
lustily	0.750
family reunion	0.750
sureness	0.750
wittily	0.750
nonsmoking	0.750
wiedersehen	0.750
attuned	0.750
ability	0.750
sightseeing	0.750
inimitability	0.750
approve	0.750
enthralment	0.750
gild	0.750
praiseworthy	0.750
pretty	0.750
fitness	0.750
freely	0.750
afterparty	0.750
cheered	0.750
christmassy	0.750
lustiness	0.750
paleoanthropologist	0.750
calm	0.750
opportunely	0.750
durableness	0.750
serenade	0.750
cutie pie	0.750
venturesome	0.750
colors	0.750
magical	0.750
foresightedness	0.750
tolerance	0.750
patriotic	0.750
wedding	0.750
clearness	0.750
niftiness	0.750
bounciness	0.750
bonanza	0.750
queen	0.750
alms	0.750
nonesuch	0.750
ecstatic	0.750
bullseye	0.750
comprehend	0.750
celebrated	0.750
rehabilitative	0.750
value	0.750
christener	0.750
revitalization	0.750
contentment	0.750
miraculous	0.750
interdisciplinary	0.750
trip	0.750
conservationist	0.750
nonmalignant	0.750
dealmaker	0.750
surprise	0.750
outpour	0.750
paradise	0.750
nutritive	0.750
designer	0.750
surprises	0.750
gamely	0.750
maxim	0.750
together	0.748
presence	0.748
kissy	0.748
frolic	0.748
enchant	0.746
relaxation	0.746
counselor	0.746
appreciable	0.746
revenue	0.746
forward	0.746
pal	0.746
moonlit	0.746
well well	0.744
worth	0.744
important person	0.742
american dream	0.742
best interests	0.742
cutest	0.742
provided	0.742
nice place	0.742
well informed	0.742
smart man	0.742
great thing	0.742
proofread	0.741
reconciliatory	0.741
capabilities	0.741
vitally	0.741
heartedly	0.741
fajita	0.741
ratatouille	0.741
forthrightness	0.741
reasonability	0.741
enjoyably	0.741
toyshop	0.741
doubtlessly	0.741
grandparent	0.741
sexier	0.741
skydiver	0.741
graduated	0.741
alleviative	0.741
secured	0.741
saleable	0.741
antitoxic	0.741
fairylike	0.741
womanliness	0.741
multidimensionality	0.741
chic	0.740
palatable	0.740
pastry	0.740
believing	0.740
bright future	0.740
accomplished	0.740
leadership	0.740
festival	0.740
lifeguard	0.740
eloquent	0.740
savings account	0.740
playground	0.740
profitable	0.740
awesome sauce	0.740
alleviate	0.738
persons	0.738
homemade	0.738
make good	0.738
renew	0.736
fullness	0.736
workout	0.736
magic	0.736
manufacture	0.736
whole heartedly	0.734
advisable	0.734
cash	0.734
genial	0.734
great place	0.734
very nice	0.734
happy camper	0.734
well being	0.734
invincible	0.734
admiring	0.734
thoughtfulness	0.734
chocolate cake	0.734
wedding dress	0.734
wonderland	0.734
economic growth	0.734
gratification	0.734
christmasspirit	0.734
brotherly love	0.734
favoriteholiday	0.734
love apple	0.734
admire	0.734
bake	0.734
lovethis	0.734
